,tconst,primaryTitle,titleFR,Cluster_15
16161,tt0074247,Bruce Lee Fights Back from the Grave,Bruce Lee défie Las Vegas,2
16162,tt0074249,Burnt by a Scalding Passion,L'amour c'est quoi au juste?,4
16163,tt0074252,"Ugly, Dirty and Bad","Affreux, sales et méchants",0
16164,tt0074254,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",Buffalo Bill et les Indiens,0
16165,tt0074256,Bugsy Malone,Du rififi chez les mômes,0
16166,tt0074258,Burnt Offerings,Trauma,12
16167,tt0074262,Illustrious Corpses,Cadavres exquis,12
16168,tt0074268,Shatter,Un dénommé Mister Shatter,6
16169,tt0074279,Cannonball!,Cannonball,4
16170,tt0074281,Car Wash,Car Wash,7
16171,tt0074285,Carrie,Carrie au bal du diable,14
16172,tt0074287,The House with Laughing Windows,La maison aux fenêtres qui rient,12
16173,tt0074290,Some Like It Cool,Treize femmes pour Casanova,4
16174,tt0074291,Fellini's Casanova,Le Casanova de Fellini,11
16175,tt0074292,The Cassandra Crossing,Le pont de Cassandra,6
16176,tt0074296,Cattivi pensieri,Qui chauffe le lit de ma femme?,4
16177,tt0074299,Challenge to Be Free,Trappeur dans les neiges,9
16178,tt0074300,Challenge of the Masters,Le combat des maîtres,6
16179,tt0074302,The Three Superboys in the Snow,Ninja la Baston,5
16180,tt0074303,Che dottoressa ragazzi!,Aïe! Toubib ne coupez pas!,4
16181,tt0074312,Chinese Roulette,Roulette chinoise,6
16182,tt0074313,Jing wu men xu ji,La fureur du tigre,6
16183,tt0074319,The Burned City,La ville brûlée,3
16184,tt0074320,Classe mista,La prof et les farceurs de l'école mixte,4
16185,tt0074323,Q,Q - Le gros lot,4
16186,tt0074332,Come una rosa al naso,Virginity,4
16187,tt0074333,Boomerang,Comme un boomerang,6
16188,tt0074334,Comment Yukong déplaça les montagnes,Comment Yukong déplaça les montagnes,3
16189,tt0074335,How Is It Going?,Comment ça va?,1
16190,tt0074336,Solemn Communion,La communion solennelle,4
16191,tt0074339,Il comune senso del pudore,Le sens commun de la pudeur,4
16192,tt0074342,Death Rage,L'ombre d'un tueur,2
16193,tt0074343,Confessions of a Driving Instructor,Confessions d'un moniteur d'auto-école,4
16194,tt0074348,Body of My Enemy,Le corps de mon ennemi,10
16195,tt0074349,The Black Corsair,Le corsaire noir,9
16196,tt0074351,Flesh Color,Couleur chair,10
16197,tt0074354,How About a Plate of Spinach?,Que diriez-vous à certains épinards?,4
16198,tt0074356,Creature from Black Lake,Le monstre du lac noir,8
16199,tt0074360,Cría Cuervos,Cría cuervos... regards d'une enfance,1
16200,tt0074367,Shao Lin Kung-Fu Mystagogue,Les 18 implacables du temple de shaolin,0
16201,tt0074372,Dark August,Dark August,12
16202,tt0074379,Tomcats,Le justicier solitaire,6
16203,tt0074383,Death Machines,Machines à tuer,2
16204,tt0074385,Death Cheaters,Les cascadeurs de la mort,9
16205,tt0074391,The Ghosts of Alcacer-Kibir,Les démons d'Alcacer-Kibir,1
16206,tt0074395,Deported Women of the SS Special Section,Les Déportées de la section spéciale SS,6
16207,tt0074400,The Desert of the Tartars,Le désert des Tartares,6
16208,tt0074401,Rape,Desnuda inquietud,1
16209,tt0074408,Jack the Ripper,Jack l'Éventreur,6
16210,tt0074412,Disco Godfather,Le camé,6
16211,tt0074415,Dixie Dynamite,Dynamite express,6
16212,tt0074419,Dogs,Les chiens fous,2
16213,tt0074423,The Sunday Woman,La femme du dimanche,12
16214,tt0074426,La dottoressa del distretto militare,La toubib du régiment,4
16215,tt0074434,Drive In Massacre,Massacre au Drive-In,12
16216,tt0074437,Drum,L'enfer des mandingos,6
16217,tt0074441,The Duchess and the Dirtwater Fox,La duchesse et le truand,0
16218,tt0074442,Crime Busters,Deux super-flics !,5
16219,tt0074443,Duelle,Les filles de feu,8
16220,tt0074447,Twenty Days Without War,Vingt jours sans guerre,10
16221,tt0074452,The Eagle Has Landed,L'aigle s'est envolé,5
16222,tt0074454,Eat My Dust!,A plein gaz,7
16223,tt0074455,Eaten Alive,Le crocodile de la mort,2
16224,tt0074456,"L'eau chaude, l'eau frette","L'eau chaude, l'eau frette",1
16225,tt0074469,Captive Women 4,Elsa Fräulein SS,2
16226,tt0074471,Passion Plantation,"Black Emmanuelle, White Emmanuelle",1
16227,tt0074472,Emanuelle and Francoise,Emmanuelle et Françoise,6
16228,tt0074474,Black Emanuelle 2,"Justine, bonne à tout faire 2",1
16229,tt0074478,Emanuelle in Bangkok,Black Emanuelle en Orient,1
16230,tt0074479,Emmanuelle on Taboo Island,Emanuelle de l'île Taboo,1
16231,tt0074483,The Enforcer,L'inspecteur ne renonce jamais,2
16232,tt0074486,Eraserhead,Eraserhead,13
16233,tt0074487,The Inheritance,L'héritage,1
16234,tt0074494,Street People,L'exécuteur,6
16235,tt0074501,Black Cobra Woman,Voluptueuse Laura,1
16236,tt0074504,The Treasure of Jamaica Reef,Terreur sous la mer,9
16237,tt0074506,"Exit the Dragon, Enter the Tiger","Salut Bruce Lee, bonjour le tigre",6
16238,tt0074508,F... comme Fairbanks,F... comme Fairbanks,0
16239,tt0074512,Family Plot,Complot de famille,0
16240,tt0074515,Coup de Grâce,Le coup de grâce,6
16241,tt0074520,Horse Fever,La fièvre du cheval,4
16242,tt0074524,Femmes Fatales,Calmos,4
16243,tt0074529,Fighting Mad,Colère froide,6
16244,tt0074530,La figliastra (Storia di corna e di passione),Veuves excitées,5
16245,tt0074534,The Honey Flowers,Les fleurs du miel,1
16246,tt0074539,The Smurfs and the Magic Flute,La Flûte à six schtroumpfs,0
16247,tt0074540,The Food of the Gods,Soudain... les monstres!,9
16248,tt0074542,e'Lollipop,Les orphelins du bon Dieu,1
16249,tt0074543,Fortini/Cani,Fortini cani,3
16250,tt0074548,Love Camp,Camp érotique,5
16251,tt0074553,From Noon Till Three,C'est arrivé... entre midi et trois heures,7
16252,tt0074554,The Front,Le prête-nom,1
16253,tt0074559,Futureworld,Les rescapés du futur,13
16254,tt0074560,La fête sauvage,La fête sauvage,3
16255,tt0074564,Gator,Gator,6
16256,tt0074567,Der Gehülfe,L'homme à tout faire,1
16257,tt0074569,The Gestapo's Last Orgy,La dernière orgie du IIIème Reich,2
16258,tt0074570,Get Mean,Pendez-le par les pieds,5
16259,tt0074575,Diamante Lobo,Les impitoyables,1
16260,tt0074578,Goldflocken,Flocons d'or,1
16261,tt0074584,The Big Operator,Le grand escogriffe,4
16262,tt0074586,The Big Racket,Big Racket,6
16263,tt0074588,The Great Scout & Cathouse Thursday,Un cow-boy en colère,0
16264,tt0074589,The Great Smokey Roadblock,La Dernière route,0
16265,tt0074591,The Fruit Is Ripe,"Delicia, ou la croisière des caresses",7
16266,tt0074593,Grizzly,"Grizzly, le monstre de la forêt",9
16267,tt0074595,The Double Crossers,Le grand Piege,6
16268,tt0074597,The Gumball Rally,Chewing Gum Rallye,4
16269,tt0074605,Harlan County U.S.A.,Harlan County U.S.A.,3
16270,tt0074608,Harry and Walter Go to New York,Deux farfelus à New York,4
16271,tt0074611,The Haunting of Julia,Le cercle infernal,8
16272,tt0074626,Heart of Glass,Coeur de verre,1
16273,tt0074634,Hollywood Man,L'homme d'Hollywood,6
16274,tt0074642,The Passengers,Les passagers,6
16275,tt0074644,Maria's Hours,Les heures de Maria,1
16276,tt0074646,Hot Potato,Faut pas karaté la queue du tigre,0
16277,tt0074652,Hra o jablko,Le jeu de la pomme,0
16278,tt0074653,The Human Tornado,L'homme coriace,0
16279,tt0074659,I Will... I Will... For Now,C'est toujours oui quand elles disent non,7
16280,tt0074670,"Ilsa, Harem Keeper of the Oil Sheiks","Ilsa, la chienne du scheik",2
16281,tt0074682,The Sensuous Nurse,Défense de toucher,4
16282,tt0074686,L'Innocente,L'innocent,8
16283,tt0074695,Cross of Iron,Croix de fer,6
16284,tt0074701,The Rat Savior,La nuit de la métamorphose,13
16285,tt0074703,J.D.'s Revenge,Vengeance d'outre-tombe,2
16286,tt0074705,Jack and the Beanstalk,Jack et le Haricot magique,9
16287,tt0074706,Jackson County Jail,La prison du viol,6
16288,tt0074720,The Toy,Le Jouet,0
16289,tt0074729,Women's Camp 119,KZ9 - Camp d'extermination,2
16290,tt0074736,Keep It Up Downstairs,A votre service madame,4
16291,tt0074737,The Keeper,Folie controlée,8
16292,tt0074740,Keoma,Keoma,1
16293,tt0074744,Nine Months,Neuf mois,1
16294,tt0074745,Killer Clans,La guerre des clans,6
16295,tt0074746,The Killer Inside Me,Ordure de flic...,6
16296,tt0074749,The Killing of a Chinese Bookie,Le bal des vauriens,6
16297,tt0074751,King Kong,King Kong,9
16298,tt0074768,SS Experiment Love Camp,Le camp des filles perdues,6
16299,tt0074769,The Devil's Men,La secte des morts-vivants,14
16300,tt0074774,Long Vacations of 36,Les longues vacances de 36,1
16301,tt0074776,The Last Hard Men,La loi de la haine,1
16302,tt0074777,The Last Tycoon,Le Dernier Nabab,8
16303,tt0074782,A Suit for Wedding,Le costume de mariage,1
16304,tt0074785,La legge violenta della squadra anticrimine,Magnum 44 spécial,6
16305,tt0074792,"Young, Violent, Dangerous",Les féroces,6
16306,tt0074794,The Light on the Gallows,Das Licht auf dem Galgen,9
16307,tt0074798,Lifeguard,Lifeguard,1
16308,tt0074802,Lipstick,Viol et châtiment,6
16309,tt0074806,The Little Girl Who Lives Down the Lane,La petite fille au bout du chemin,8
16310,tt0074811,The Tenant,Le locataire,6
16311,tt0074812,Logan's Run,L'Âge de cristal,9
16312,tt0074813,Olympian Holiday,Les vacances,7
16313,tt0074818,Lottovoittaja UKK Turhapuro,"Bébert Bocal, millionnaire du P.M.U.",4
16314,tt0074826,Lumiere,Lumière,8
16315,tt0074829,Werewolf Woman,La louve se déchaîne,14
16316,tt0074831,Långt borta och nära,L'étrange amour de Mania Becker,1
16317,tt0074836,Mad Dog Morgan,Mad Dog Morgan,6
16318,tt0074840,Mado,Mado,1
16319,tt0074843,Death Rite,Les magiciens,6
16320,tt0074845,Mako: The Jaws of Death,Les Mâchoires infernales,5
16321,tt0074849,Man Friday,L'île du maître,5
16322,tt0074851,The Man Who Fell to Earth,L'homme qui venait d'ailleurs,1
16323,tt0074852,The Man Who Wouldn't Die,Zodiac,12
16324,tt0074857,Man on the Roof,Un flic sur le toit,6
16325,tt0074858,Manthan,Le Barattage,1
16326,tt0074860,Marathon Man,Marathon Man,2
16327,tt0074864,Victory March,La marche triomphale,1
16328,tt0074868,La marge,Emmanuelle '77,1
16329,tt0074870,The Marquise of O,La marquise d'O...,1
16330,tt0074875,Massacre at Central High,Les baskets se déchaînent,6
16331,tt0074878,A Matter of Time,Nina,8
16332,tt0074883,Maîtresse,Maîtresse,8
16333,tt0074885,Mean Johnny Barrows,Johnny Barrows,6
16334,tt0074888,The Best Way to Walk,La meilleure façon de marcher,8
16335,tt0074896,The Message,Le message,11
16336,tt0074899,Midway,La bataille de Midway,6
16337,tt0074901,Mikey and Nicky,Mikey et Nicky,6
16338,tt0074902,Milano violenta,Terror Commando,6
16339,tt0074906,The Missouri Breaks,Missouri Breaks,1
16340,tt0074910,"Moi, Pierre Rivière, ayant égorgé ma mère, ma soeur et mon frère...","Moi, Pierre Rivière, ayant égorgé ma mère, ma soeur et mon frère...",6
16341,tt0074913,Mon coeur est rouge,Mon coeur est rouge,0
16342,tt0074914,Yellow Emanuelle,L'éveil des sens d'Emy Wong,1
16343,tt0074915,Monsieur Albert,Monsieur Albert,0
16344,tt0074916,Mr. Klein,Monsieur Klein,10
16345,tt0074921,Most,La bataille du dernier pont,2
16346,tt0074923,"Mother, Jugs & Speed",Ambulances tous risques,0
16347,tt0074924,Moving Violation,Les flics aux trousses,0
16348,tt0074937,Murder by Death,Un cadavre au dessert,12
16349,tt0074951,Secret Rivals,"Huo, le roi du kung fu",6
16350,tt0074952,Violent Naples,Opération casseurs,2
16351,tt0074958,Network,Network - Main basse sur la TV,1
16352,tt0074962,The Next Man,Piège pour un homme seul,2
16353,tt0074963,"Next Stop, Greenwich Village","Next Stop, Greenwich Village",0
16354,tt0074964,Nickelodeon,Nickelodeon,4
16355,tt0074968,"No Deposit, No Return",La folle escapade,0
16356,tt0074971,Night of the Skull,Night of the assassins,12
16357,tt0074972,Black and White in Color,La victoire en chantant,0
16358,tt0074973,Norman... Is That You?,Norman la folle,4
16359,tt0074974,Noroît,Noroît,5
16360,tt0074985,The Night of Saint Germain des Pres,La nuit de Saint-Germain-des-Prés,12
16361,tt0074991,Obsession,Obsession,10
16362,tt0074996,Scrambled Eggs,Les oeufs brouillés,4
16363,tt0075004,Shadow of the Castles,L'ombre des châteaux,1
16364,tt0075005,The Omen,La Malédiction,14
16365,tt0075007,The Seventh Company Has Been Found,On a retrouvé la 7ème compagnie !,4
16366,tt0075008,Now We've Seen It All!,On aura tout vu!,4
16367,tt0075011,Once Upon a Time,Le monde merveilleux de cendrillon,9
16368,tt0075013,One Away,Delta terror,6
16369,tt0075016,One of Our Dinosaurs Is Missing,Objectif lotus,5
16370,tt0075019,Operation: Daybreak,Sept hommes à l'aube,6
16371,tt0075021,The Probability Factor,L'ordinateur des pompes funèbres,4
16372,tt0075029,The Outlaw Josey Wales,Josey Wales hors-la-loi,1
16373,tt0075031,Boxer Rebellion,La révolte des boxers,9
16374,tt0075035,Panic,Panique,13
16375,tt0075040,Seven Beauties,Pasqualino,0
16376,tt0075045,Hot Stuff,La peur règne sur la ville,6
16377,tt0075046,Le pays bleu,Le pays bleu,4
16378,tt0075055,Perché si uccidono (La merde),La merde,1
16379,tt0075059,A Dog Called... Vengeance,Les Crocs du diable,5
16380,tt0075066,The Pink Panther Strikes Again,Quand la panthère rose s'emmêle,4
16381,tt0075076,Fill 'er Up with Super,Le plein de super,0
16382,tt0075079,Podranki,Les orphelins,1
16383,tt0075082,Police Python 357,Police Python 357,6
16384,tt0075083,Silent Action,L'accusé,6
16385,tt0075085,Poliziotti violenti,MKS... 118,6
16386,tt0075086,The Pom Pom Girls,Lâche-moi les baskets,7
16387,tt0075096,The First Time,La première fois,0
16388,tt0075101,La pretora,On a demandé la main de ma soeur,4
16389,tt0075106,La professoressa di scienze naturali,La prof du bahut,4
16390,tt0075114,Quelle strane occasioni,La fiancée de l'évêque,4
16391,tt0075115,Colt 38 Special Squad,Section de choc,6
16392,tt0075118,La question,La question,6
16393,tt0075119,A Slave of Love,Esclave de l'amour,7
16394,tt0075120,The Best,Jeune fille au pair,4
16395,tt0075130,Rene the Cane,René la canne,0
16396,tt0075132,The Return of a Man Called Horse,La revanche d'un homme nommé Cheval,1
16397,tt0075140,End of the Game,Double Jeu,10
16398,tt0075141,Ride a Wild Pony,Mais où est donc passé mon poney?,9
16399,tt0075147,Robin and Marian,La rose et la flèche,5
16400,tt0075148,Rocky,Rocky,1
16401,tt0075152,The Tough Ones,Brigade spéciale,6
16402,tt0075160,Safari Express,Les Sorciers de l'île aux singes,5
16403,tt0075161,The Sailor Who Fell from Grace with the Sea,Le marin qui abandonna la mer,10
16404,tt0075163,Salon Kitty,Salon Kitty,6
16405,tt0075164,Satan's Slave,Esclave de Satan,14
16406,tt0075165,Satan's Brew,Le rôti de Satan,7
16407,tt0075167,The Savage Killers,Le tigre tend le poing,6
16408,tt0075169,Shadow of Angels,L'ombre des anges,1
16409,tt0075174,Scorchy,"Scorchy, agent fédéral",6
16410,tt0075177,Sebastiane,Sebastiane,8
16411,tt0075188,The Sell-Out,Le sursis,6
16412,tt0075191,Surreal Estate,Sérail,1
16413,tt0075194,The Seven-Per-Cent Solution,Sherlock Holmes attaque l'Orient-Express,5
16414,tt0075200,The Shaggy D.A.,Un candidat au poil,0
16415,tt0075201,Shaolin Wooden Men,L'impitoyable,2
16416,tt0075202,Shaolin Temple,Le temple de Shaolin,2
16417,tt0075203,The 18 Bronzemen,Shaolin et les 18 hommes de bronze,6
16418,tt0075206,"Ebony, Ivory & Jade",3 panthères au combat,6
16419,tt0075212,Shoot,Tir à vue,6
16420,tt0075213,The Shootist,Le dernier des géants,8
16421,tt0075214,Shout at the Devil,Parole d'homme,5
16422,tt0075215,Si c'était à refaire,Si c'était à refaire,1
16423,tt0075221,"Signore e signori, buonanotte",Mesdames et messieurs bonsoir,4
16424,tt0075222,Silent Movie,La dernière folie de Mel Brooks,4
16425,tt0075223,Silver Streak,Transamerica Express,4
16426,tt0075229,Sky Riders,Intervention Delta,9
16427,tt0075230,Slavers,Mafia Cop,5
16428,tt0075232,The Slipper and the Rose: The Story of Cinderella,The Slipper and the Rose,9
16429,tt0075235,A Small Town in Texas,La vengeance aux tripes,9
16430,tt0075238,The Shadow Line,La ligne d'ombre,1
16431,tt0075240,Sobstvennoe mnenie,Opinion Personnelle,1
16432,tt0075241,Sun of the Hyenas,Soleil des Hyènes,1
16433,tt0075243,Her Venetian Name in Deserted Calcutta,Son nom de Venise dans Calcutta désert,1
16434,tt0075249,Sparkle,Sparkle,1
16435,tt0075251,Spermula,L'amour est un fleuve en Russie,13
16436,tt0075257,Sporting Chance,Triple chance,5
16437,tt0075258,La sposina,Une petite femme très brûlante,7
16438,tt0075260,Squadra antiscippo,Flics en jeans,4
16439,tt0075261,Squirm,La nuit des vers géants,14
16440,tt0075263,St. Ives,Monsieur St. Ives,6
16441,tt0075265,A Star Is Born,Une étoile est née,8
16442,tt0075266,Strongman Ferdinand,Ferdinand le radical,1
16443,tt0075268,Stay Hungry,Stay Hungry,0
16444,tt0075276,Stroszek,La ballade de Bruno,0
16445,tt0075279,Zero Hour,Heure Zéro,10
16446,tt0075285,Super Woman,Super Woman,3
16447,tt0075288,La surprise du chef,La surprise du chef,4
16448,tt0075290,Survive!,Survivre,6
16449,tt0075291,A Whisper in the Dark,Un sussurro nel buio,8
16450,tt0075293,Sven Klangs kvintett,Le quintette de Sven Klang,1
16451,tt0075294,Swashbuckler,Le pirate des Caraïbes,5
16452,tt0075307,Target of an Assassin,Un risque à courir,2
16453,tt0075314,Taxi Driver,Taxi Driver,6
16454,tt0075318,The Career of a Chambermaid,La carrière d'une femme de chambre,4
16455,tt0075322,Sexy Sisters,Deux soeurs vicieuses,2
16456,tt0075323,"That's Entertainment, Part II","Hollywood, Hollywood!",3
16457,tt0075329,The Magic Blade,Le sabre infernal,6
16458,tt0075334,To the Devil a Daughter,Une fille... pour le diable,14
16459,tt0075335,Todo modo,Todo Modo,6
16460,tt0075339,Too Hot to Handle,Final Hit,6
16461,tt0075344,Trackdown,La grande traque,6
16462,tt0075347,Treasure of Matecumbe,Le trésor de Matacumba,9
16463,tt0075352,Tough Cop,Le clan des pourris,6
16464,tt0075354,Trás-os-Montes,Trás-os-Montes,1
16465,tt0075359,Two-Minute Warning,Un tueur dans la foule,6
16466,tt0075363,The Last Supper,La dernière Cène,1
16467,tt0075364,The Last Woman,La dernière femme,1
16468,tt0075369,Une femme fidèle,Une femme fidèle,1
16469,tt0075370,Une femme à sa fenêtre,Une femme à sa fenêtre,1
16470,tt0075371,A Straight Laced Girl,Une fille cousue de fil blanc,1
16471,tt0075376,Up!,Megavixens,12
16472,tt0075377,Go Gorilla Go,Profession garde du corps,6
16473,tt0075378,The Van,La trappe à nanas,4
16474,tt0075382,Sunday in the Country,Self Defense,6
16475,tt0075387,Die Vertreibung aus dem Paradies,L'expulsion du paradis,5
16476,tt0075389,Where Time Began,Le continent fantastique,9
16477,tt0075393,Vigilante Force,Vigilante Force,9
16478,tt0075394,Vincent mit l'âne dans un pré (et s'en vint dans l'autre),Vincent mit l'âne dans un pré (et s'en vint dans l'autre),0
16479,tt0075396,Violette & François,Violette & François,0
16480,tt0075404,The Ascent,L'Ascension,6
16481,tt0075405,Voyage au jardin des morts,Voyage au jardin des morts,1
16482,tt0075406,Voyage of the Damned,Le voyage des damnés,6
16483,tt0075409,W.C. Fields and Me,W.C. Fields et moi,11
16484,tt0075430,The Wild Duck,Le Canard sauvage,1
16485,tt0075432,Winterhawk,Le faucon blanc,9
16486,tt0075439,New Fist of Fury,La nouvelle fureur de vaincre,6
16487,tt0075456,The Zebra Force,Nom de code: Zebra,2
16488,tt0075457,Bait,L'appât,6
16489,tt0075462,Who Can Kill a Child?,Les révoltés de l'an 2000,9
16490,tt0075467,The Fifth Seal,Le cinquième sceau,6
16491,tt0075612,Three Women,3 femmes,10
16492,tt0075614,The Psychic,L'emmurée vivante,12
16493,tt0075617,ABBA: The Movie,Viva Abba,0
16494,tt0075620,The Bees,Les abeilles,13
16495,tt0075627,Aces High,Le tigre du ciel,6
16496,tt0075633,Adela Has Not Had Supper Yet,Adèle n'a pas encore dîné,5
16497,tt0075638,Adventures of a Private Eye,Un détective trop privé,4
16498,tt0075647,Pretty Good for a Human,Des gens pas si mal que ça,0
16499,tt0075648,Airport '77,Les naufragés du 747,6
16500,tt0075651,Shock,Les Démons de la nuit,14
16501,tt0075652,Beyond Good and Evil,Au-delà du bien et du mal,11
16502,tt0075654,Alambrista!,Alambrista!,5
16503,tt0075666,Alucarda,Alucarda,14
16504,tt0075675,The American Friend,L'ami américain,10
16505,tt0075677,The Amsterdam Kill,Amsterdam Kill,6
16506,tt0075679,Bad,Bad,4
16507,tt0075682,The Forbidden Room,Âmes perdues,8
16508,tt0075683,Animal,L'animal,7
16509,tt0075686,Annie Hall,Annie Hall,7
16510,tt0075690,The Apprentice Heel,L'apprenti salaud,4
16511,tt0075691,The Sorceror's Apprentice,Les apprentis sorciers,1
16512,tt0075704,Audrey Rose,Audrey Rose,1
16513,tt0075708,Death Is My Trade,La mort est mon métier,11
16514,tt0075709,L'avvocato della mala,Gang buster,6
16515,tt0075713,Ba bai zhuang shi,L'attaque dura 5 jours,6
16516,tt0075718,The Bad News Bears in Breaking Training,La chouette équipe se révolte,0
16517,tt0075720,Brothers Till We Die,Échec au gang,2
16518,tt0075722,Destruction Force,L'Exécuteur vous salue bien...,2
16519,tt0075727,Bare Knuckles,Le Maniaque,9
16520,tt0075730,Camouflage,Camouflage,0
16521,tt0075740,Beast with a Gun,Ultime violence,6
16522,tt0075744,Between the Lines,Between the Lines,7
16523,tt0075747,Bhumika,Bhumika,1
16524,tt0075749,The Bible,La bible de Monreale,3
16525,tt0075750,Beer Chase,La guerre de la bière,4
16526,tt0075753,Bilitis,Bilitis,8
16527,tt0075759,Black Aphrodite,Le secret de la panthère noire,10
16528,tt0075764,The Black Panther,La Panthère Noire,2
16529,tt0075765,Black Sunday,Un dimanche terrifiant,5
16530,tt0075766,"Black Emmanuelle, White Emmanuelle",Vicieuse et perverse,8
16531,tt0075769,Blood Relations,Mort au sang donneur,4
16532,tt0075774,Bobby Deerfield,Bobby Deerfield,8
16533,tt0075783,Breaker! Breaker!,Les casseurs,9
16534,tt0075784,A Bridge Too Far,Un pont trop loin,6
16535,tt0075787,Brothers,Les chaines,11
16536,tt0075789,Bruce Li the Invincible Chinatown Connection,Karatéka l'invincible,9
16537,tt0075791,The Brothers,Les frères,8
16538,tt0075793,We All Loved Each Other So Much,Nous nous sommes tant aimés!,0
16539,tt0075796,California,Adios California,1
16540,tt0075799,Le camion,Le camion,8
16541,tt0075807,Candleshoe,La course au trésor,5
16542,tt0075809,The Car,The Car - l'enfer mécanique,12
16543,tt0075811,The Sorcerer's Apprentice,L'apprenti sorcier,9
16544,tt0075815,Beach House,Si la plage m'était contée,4
16545,tt0075816,Chaste and Pure,Rosa chaste et pure,4
16546,tt0075820,Cathy's Curse,Une si gentille petite fille !...,14
16547,tt0075824,That Obscure Object of Desire,Cet obscur objet du désir,0
16548,tt0075830,Chatterbox!,Le sexe qui chante,4
16549,tt0075832,Cheering Section,Vestiaire des filles,4
16550,tt0075833,Clans of Intrigue,Le complot des clans,9
16551,tt0075834,The Pyjama Girl Case,L'affaire de la fille au pyjama jaune,12
16552,tt0075838,The Child,L'enfant,14
16553,tt0075845,The Choirboys,Bande de flics !,0
16554,tt0075848,Bye Bye Monkey,Rêve de singe,0
16555,tt0075852,"The Cynic, the Rat and the Fist","Le cynique, l'infâme, le violent",2
16556,tt0075860,Close Encounters of the Third Kind,Rencontres du troisième type,1
16557,tt0075870,Comment se faire réformer,Comment se faire réformer,4
16558,tt0075874,The Confederation: The People Make History,La Confédération,8
16559,tt0075881,Battle of the Stars,La Bataille des étoiles,13
16560,tt0075885,Le Crabe-Tambour,Le Crabe-Tambour,5
16561,tt0075887,Crash!,Crash,14
16562,tt0075888,The Crater Lake Monster,The Crater Lake Monster,9
16563,tt0075893,Marquis de Sade's Justine,Cruelle passion,1
16564,tt0075901,Cyclone,Cyclone,5
16565,tt0075902,Man of Marble,L'homme de marbre,1
16566,tt0075905,Da mo tie zhi gong,La vengeance de Shaolin,6
16567,tt0075909,Damnation Alley,Les survivants de la fin du monde,13
16568,tt0075913,Day of the Animals,La Revanche des animaux,13
16569,tt0075921,Death Game,Ca peut vous arriver demain,2
16570,tt0075922,The House by the Lake,Week-end sauvage,2
16571,tt0075925,The Deep,Les grands fonds,12
16572,tt0075929,Delta Fox,Delta Fox,6
16573,tt0075930,God Told Me To,Meurtres sous contrôle,12
16574,tt0075931,Demon Seed,Génération Proteus,13
16575,tt0075932,The Lacemaker,La dentellière,8
16576,tt0075933,Spoiled Children,Des enfants gâtés,1
16577,tt0075935,Triangle of Lust,Fatal Game,2
16578,tt0075936,Desperate Living,Desperate Living,5
16579,tt0075938,"The Devil, Probably",Le diable probablement,1
16580,tt0075939,Peppermint Soda,Diabolo menthe,0
16581,tt0075944,The Disappearance,La disparition,6
16582,tt0075946,This Sweet Sickness,Dites-lui que je l'aime,8
16583,tt0075950,The Domino Principle,La théorie des dominos,6
16584,tt0075961,3 Sexy Girls in Tirol,Trois suédoises en Haute-Bavière,4
16585,tt0075963,The Wishing Tree,L'arbre des souhaits,1
16586,tt0075965,Drôles de zèbres,Drôles de zèbres,4
16587,tt0075967,Duel with the Devils,Le feu du diable contre Shaolin,6
16588,tt0075968,The Duellists,Les Duellistes,6
16589,tt0075975,A Simple Story,Une histoire simple,8
16590,tt0075983,"Elisa, My Life","Elisa, Mon Amour",1
16591,tt0075984,Emanuelle and the Last Cannibals,Emanuelle et les derniers cannibales,9
16592,tt0075985,Emily,L'éveil d'Emily,8
16593,tt0075987,Emanuelle Around the World,Black Emanuelle autour du monde,5
16594,tt0075989,Empire of the Ants,L'empire des fourmis géantes,9
16595,tt0075990,End of the World,Destruction planète Terre,12
16596,tt0075993,An Enemy of the People,An Enemy of the People,1
16597,tt0075995,Equus,Equus,8
16598,tt0075996,A Very Moral Night,Une nuit très morale...,0
16599,tt0075997,Die Erschiessung des Landesverräters Ernst S.,L'exécution du traître à la patrie Ernst S.,3
16600,tt0075998,Es pecado... pero me gusta,La classe,4
16601,tt0076001,La escopeta nacional,La carabine nationale,4
16602,tt0076002,Spectrum (Beyond the World's End),Les survivants de l'apocalypse,13
16603,tt0076009,Exorcist II: The Heretic,L'exorciste II: L'hérétique,14
16604,tt0076023,Fight for Your Life,Otages en sursis,6
16605,tt0076024,Death Force,Black samouraï,6
16606,tt0076029,Fire Sale,Schmok,4
16607,tt0076035,Shaolin Deadly Kicks,Le trésor maudit,2
16608,tt0076040,The Flight,Tentative de fuite,6
16609,tt0076042,A Grin Without A Cat,Le fond de l'air est rouge,3
16610,tt0076046,Les fougères bleues,Les fougères bleues,1
16611,tt0076049,Woo fook,Opération Foxbat,6
16612,tt0076051,Frankenstein: Italian Style,Plus moche que Frankenstein tu meurs,4
16613,tt0076054,Freaky Friday,"Un vendredi dingue, dingue, dingue",0
16614,tt0076059,Fun with Dick and Jane,Touche pas à mon gazon,4
16615,tt0076061,Funny People,Dieu Me Savonne!,4
16616,tt0076062,The Fifth Commandment,L'aube des faux dieux,1
16617,tt0076065,Le gang,Le gang,6
16618,tt0076068,Watch Me When I Kill,Il gatto dagli occhi di giada,12
16619,tt0076069,Il gatto,Qui a tué le chat?,4
